"Welcome to the latest survey and directory of existing mammal collections in the Western Hemisphere of the World.  The file here represents a work in progress, and we welcome any and all comments, particularly those that can help the Systematic Collections Committee improve the accuracy of this list.  You will note two font colors in the Excel file: black and green.  The collections listed in green are those for which we have received no updated data regarding that collection during the current survey.  Thus the information presented here is that of the last time data was received (either in 1987 or 1997).  Please contact Bill Stanley (bstanley@fieldmuseum.org) with any comments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,State or Province ,Formal collection title ,Formal collection acronym ,Collection address ,Collection address1 ,Collection address2 ,City,State,Zip,Country,Collection website address ,Name of Curator or Person in Charge ,Telephone number of the above person ,Fax number of the above person ,E-mail address of the above person ,Name of additional contact person ,Telephone number of additional contact person ,Fax number of additional contact person ,E-mail address of additional contact person ,Total number of cataloged specimens in collection ,Number of holotypes in collection ,Taxonomic strength or emphasis of collection ,Geographic strength or emphasis of collection ,Number of mammalian tissues in collection ,Type of tissue preservation ,Names of other collections that have been incorporated into this collection,Is collection electronically databased? ,Is electronic database accessible to the public?  ,How is electronic database accessed by the public?,Former acronyms,Date(s) of accreditation,Last response,SCC Contributor,Comments
USA,Illinois,Burpee Museum of Natural History,BMR,,,737 N Main Street,Rockford,IL,61103,U.S.A.,www.burpee.org,Scott A. Williams,815-965-3433,815-965-3433,scott.williams@burpee.org,Michael D. Henderson,815-965-3433,815-965-3433,michael.henderson@burpee.org,837, ,,"regional emphasis (northern Illinois, southern Wisconsin)",10,specimens in alcohol,Thomas E. Stark Collection of african mammals (43 specimens),yes,no,,BMNHC,,this survey,Stanley,DIFFERENT ACRONYM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Chicago Academy of Sciences,CHAS,,,2430 North Cannon Drive,Chicago,IL,60614,U.S.A.,www.naturemuseum.org,Steven Sullivan,773-755-5100 ext 2042,773-755-5199,ssullivan@naturemuseum.org,,,,,5056,2,small mammals,regional emphasis (Midwestern species), ,,Includes specimens formerly held by Northwestern University,partially,no, ,,,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Eastern Illinois University,EIU,,Department of Biological Sciences,Eastern Illinois University,Charleston,IL,61920,U.S.A.,,Thomas A. Nelson,217-581-2500,217-581-7141,cftan@eiu.edu,,,,,1000, ,,regional emphasis (Illinois), ,,,, no,,,,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,The Field Museum of Natural History,FMNH,Division of Mammals,The Field Museum,1400 South Lake Shore Drive,Chicago,IL,60605,U.S.A.,www.fieldmuseum.org,Lawrence R. Heaney/B. D. Patterson,312-665-7747/312-665-7750,312-665-7754,lheaney@fieldmuseum.org & bpatterson@fieldmuseum.org,William T. Stanley,312-665-7751,312-665-7754,bstanley@fieldmuseum.org,192101,424,"Significant holdings of primates, tenrecs and nesomyine rodents","Significant holdings of mammals from Chile, Peru, Philippines, East and Central Africa, Madagascar, Egypt, Iran, and Afghanistan","50,000",frozen,"B. J. Hayward Collection, Milwaukee Public Museum Collection of African mammals, and Princeton Biology Department Collection",yes,yes,http://fm1.fieldmuseum.org/collections/search.cgi?dest=mml,CNHM,"1975, 1983",this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,University of Illinois Museum of Natural History,UIMNH,,c/o Illinois Natural History Survey,607 E. Peabody Drive,Champaign,IL,61820,U.S.A.,,Joyce E. Hofmann,217-244-2366,217-265-5110,jhofmann@inhs.uiuc.edu,Edward J. Heske,217-244-2173,,eheske@uiuc.edu,61073,20,,"no, but many specimens from southwestern United States","No tissue collection specifically, although the collection does include 1971 specimens (mostly bats) in ethanol ",,"former W.W. Goodpaster, Edward Taylor, US Army, Construction Engineering Research Laboratories-Biological Inventory collections",partially,partially,ellipse.inhs.uiuc.edu:591/INHScollections/mammsearch.html ,,"1975, 1985",this survey,Stanley,"much of this collection now at the Field Museum of Natural History, the Monte L. Bean Life Science Museum, and the Museum of Southwestern Biology"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Illinois State Museum,ISM,,,Spring and Edwards Streets,Springfield,IL,62706,U.S.A.,,,,,,,,,,4000,,,,,,,,,,,,"Yates et al., 1987",Stanley,did not respond to survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Illinois State University John Wesley Powell-Dale Birkenholz Natural History Collections,ISU,,Department of Biological Sciences,Illinois State University,Normal,IL,61790-4120,U.S.A.,,Angelo P. Capparella,309-438-5124,309-438-3722,apcappar@ilstu.edu, ,,,,ca. 2000, ,,regional emphasis (Illinois), ,,,no, ,,,2007,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Rockford College,RCMC,,Department of Biology,Rockford College,Rockford,IL,61101,U.S.A.,,David Pippitt,815-226-4133,,,,,,,200,,,,,,,,,,,,"Yates et al., 1987",Stanley,did not respond to survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,Zoology Department Mammal Collection,SIUCM,,Southern Illinois University,Department of Zoology MC 6501,Carbondale,IL,62901,U.S.A.,,George A. Feldhamer,618-453-4115,618-453-2806,feldhamer@zoology.siu.edu,Bill Muhlach,618-453-4128,618-453-2806,muhlach@zoology.siu.edu,4206, ,rodents,regional emphasis (Illinois), ,,Includes specimens formerly held by the SIUC Wildlife Research Lab,yes,yes,Excel files will be sent upon request,,,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,"Southern Illinois University, Edwardsville",SIUE,,Department of Biological Sciences,Southern Illinois University,Edwardsville,IL,62026,U.S.A.,,Ralph Axtell,618-650-3405,,,Rick Essner,618-650-2338,,ressner@siue.edu,1300,,,"regional emphasis (southern Illinois), but some specimens from Arizona",,,,no,,,,,this survey,Stanley, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,"United States Army, Construction Engineering Research Laboratories, Biological Unventory Collection",CERL/BIC,,,Box 4005,Champaign,IL,61820,U.S.A.,,William D. Severinghaus,217-352-6511 ext. 420,,,,,,,500,,,,,,,,,,,,this survey,Stanley,"this collection transferred to University of Illinois, Museum of Natural History (UIMNH)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Illinois,"Western Illinois University, Museum of Natural History",WSU,,Department of Biological Sciences,Western Illinois University,Macomb,IL,61455,U.S.A.,,Jeanette A. Thomas,309-298-1546,309-298-2270,J-Thomas@wiu.edu,,,,,1345, ,,regional emphasis (Illinois), ,,,no, ,,,,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Indiana,"Ball State University, Mammal Collection",BSUMC,,Biology Department,Ball State University,Muncie,IN,47306,U.S.A.,, ,,,,,,,,300,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Indiana,"Earlham College, Joseph Moore Museum",JMM,Natural History Collection,Joseph Moore Museum,Earlham College,Richmond,IN,47374,U.S.A.,,John B. Iverson,317-983-1405,317-983-1497,johni@earlham.edu,William H. Buskirk,,,,4248,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,evidently now has the Nixon Wilson Collection per Jim Demastes 17 Jan 2005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Indiana,Indiana State University,ISUVC, ,Department of Life Sciences,Indiana State University,Terre Haute,IN,47809,U.S.A.,,"John O. Whitaker, Jr.",812-237-2383,,,,,,,6398,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Indiana,"University of Southern Indiana (formerly Indiana State University, Evansville)",USI,,Department of Biology,University of Southern Indiana,Evansville,IN,47712,U.S.A.,,James H. Bandoli,812-464-1792,812-464-1960,jhbandol.ucs@smtp.usi.edu,,,,,203,,,local emphasis,,,,,,,ISUE,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,Buena Vista College,BVC,,Biology Department,Buena Vista College,Storm Lake,IA,50588,U.S.A.,,Richard Lampe,712-749-2272,,lamper@bvu.edu,,,,,660, ,,, ,,,no,,,,,this survey,Burt,"Did not respond to email, but received some information by phone.  Facilities improved and collection expanding"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,Central College,CUI,,Biology Department,Central College,Pella,IA,50219,U.S.A.,,Russell Benedict,614-628-5173,,,,,,,550, ,,, ,,,no,,,,,"Hafner et al., 1997",Burt,Did not respond to email or phone messages for 2005 survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,"Luther College, Sherman A. Hoslett Museum of Natural History",HMNH,,,,Decorah,IA,52101,U.S.A.,,Tex A. Sordahl,563-387-1553,563-387-1080,sordahlt@luther.edu,,,,,1654, ,,northeastern Iowa and the upper midwestern United States, ,,0,yes (using Specify),no,,SHMC,,this survey,Burt,Responded for 2005 survey.  Said previous acronym (SHMC) was incorrect.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,"Natural History Collection, State Historical Society of Iowa",ISNHC,Iowa Department of Cultural Affairs,State Historical Society of Iowa,600 East Locust,Des Moines,IA,50319,U.S.A.,,William M. Johnson,515-281-5627,515-282-0502,bill.johnson@iowa.gov,,,,,82, ,,, , ,,,,,,,this survey,Stanley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,Putnam Museum of Natural History and Science,PM,,,1717 West 12th Street,Davenport,IA,52804,U.S.A.,,Christine Chandler,563-324-1054 ext 226 ,563-324-6638 ,chandler@putnam.org,Eunice Schlichting,,,schlichting@putnam.org,696, ,Carnivora & Rodentia,Eastern Iowa, ,,,yes,no,,"institution has changed its name several times over the years so specimens may have been cited as coming from the Davenport Academy of Natural Science (DANS), the Davenport Academy of Science (DAS), the Davenport Museum (DM), or the Davenport Public Museum (DPM).",,this survey,Burt, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,Sanford Museum Collections,SM,,,117 East Willow,Cherokee,IA,51012,U.S.A.,,,712-225-3972,,,,,,,,,,,,,,,,,,,"Yates et al., 1987",Burt, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,State Historical Society of Iowa,ISNHC,,,East 6th and Locust Street,Des Moines,IA,50319,U.S.A.,,William M. Johnson,515-281-5627,515.282.0502,Bill.Johnson@iowa.gov,,,,,85, ,,, ,,,,,,,,"Hafner et al., 1997",Burt, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,"University of Iowa, Museum of Natural History",IOWA,,,University of Iowa,Iowa City,IA,52242,U.S.A.,,Dave Brenzel,,,,Cindy Opitz,,,cindy-opitz@uiowa.edu,2455,,,regional (Iowa),,,W. T. Hornaday Australian marsupial collection,,,,,,"Hafner et al., 1997",Burt,"Cindy Opitz responded via email (10 May) that information is incoming in near future; many specimens from Central College, Pella, IA"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,"University of Northern Iowa, Nixon Wilson Collection",NWC,,Department of Biology,University of Northern Iowa,Cedar Falls,IA,50614,U.S.A.,,James Demastes,319-273-2022,,Jim.Demastes@uni.edu,,,,,,,,,,,,,,,,,"Yates et al., 1987",Burt,"donated to Joseph Moore Museum, Earlham College, Richmond, Indiana per Jim Demastes 17 Jan 2006"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Iowa,University of Northern Iowa,UNI,,Department of Biology,University of Northern Iowa,Cedar Falls,IA,50614,U.S.A.,,James Demastes,319-273-2022,,Jim.Demastes@uni.edu,,,,,320,,,local emphasis,,,,,,,,,this survey,Burt, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"Emporia State University, Schmidt Museum of Natural History",SMNH,,Department of Biological Sciences,Emporia State University,Emporia,KS,66801,U.S.A.,www.emporia.edu/smnh,Gregory A. Smith,620-341-5339,620-341-5607,smithgre@emporia.edu,Dwight Moore,620-341-5611,620-341-5607,mooredwi@emporia.edu,1300, ,,Kansas and Great Plains, ,,,No,,,,,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"Fort Hays State University, Sternberg Museum of Natural History",MHP,,Sternberg Museum of Natural History,3000 Sternberg Drive,Hays,KS,67601,U.S.A.,www.fhsu.edu/sternberg,Jerry R. Choate,785-628-5664,785-628-4518,jchoate@fhsu.edu,,,,,36650,1,"Insectivora, Chiroptera, Rodentia, and Carnivora",United States and southern Mexico,Tissues routinely are deposited in Museum of,Frozen,Part of the Charles A. Ely Collection,Yes, ,,,"1975, 1980",this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"Friends University, Fellow-Reeve Museum of History and Science",FRM,,Friends University,2100 University,Wichita,KS,67213,U.S.A.,,Philip Nagley,316-292-5594,316-263-1092,,,,,,31,,taxidermy mounts,"material collected by Quaker missionaries (United States, Canada and Africa)",,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"Kansas Department of Wildlife and Parks, Pratt Education Center and Aquarium",PECA,Pratt Education Center and Aquarium,Kansas Department of Wildlife and Parks,512 SE 25th,Pratt,KS,67124-8174,U.S.A.,,Roland Stein,316-672-5911,316-672-6020,,Steve Stockhouse,,,,128,,,,,,,,,,,,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,Kansas State University,KSU,,Division of Biology,Kansas State University,Manhattan,KS,66506-4901,U.S.A., ,Donald W. Kaufman,785-532-6622,785-532-6653,dwkaufma@ksu.edu, , , , ,Approximately 500 uncataloged specimens with data on the tags in a teaching collection., ,,, , , , no, ,,,,this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,Pittsburg State University,PSUMC,,Biology Department,Pittsburg State University,Pittsburg,KS,66762,U.S.A.,, , , , ,,,,,1200, , , , ,, , , ,,,,"Yates et al., 1987",Holmes,"did not respond to survey of 2005 or 1997; information from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"Southwestern College, Natural History Museum",SCNHM,,Southwestern College,100 College Street,Winfield,KS,67156-2499,U.S.A.,,Max Thompson,316-221-8273,316-221-8382,maxt@jinx.sckans.edu,,,,,2100,,,"emphasis on southcentral Kansas, small collections from Australia, Africa, Mexico",,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,"University of Kansas, Natural History Museum and Biodiversity Research Center",KU,"Division of Mammals, NHM&BRC","Dyche Hall, 1345 Jayhawk Blvd.",University of Kansas,Lawrence,KS,66045-7561,U.S.A.,"http://nhm,ku.edu/mammals/start.html",Robert M. Timm,785-864-4180,785-864-5335,btimm@ku.edu,Thor Holmes,785-864-3047,785-864-5335,thorh@ku.edu,162000,133,same,same,2000,"frozen, EtOH","Ralph Ellis Collection, Albert Schwartz Collection, University of Miami, Coral Gables, Southwestern College, and Wichita State University Collections",yes,"partially at http://nhm,ku.edu/mammals/start.html", ,,"1975, 1987",this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kansas,Wichita State University,WSBC,,Department of Biological Sciences,Wichita State University,Wichita,KS,67208-1595,U.S.A.,,D. A. Distler,316-689-3113,,,,,,,200,,,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kentucky,Eastern Kentucky University,EKU,,Biology Department,Eastern Kentucky University,Richmond,KY,40475,U.S.A.,,Charles L. Elliott,606-622-1531,606-622-1020,,,,,,925,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kentucky,Murray State University,MSUMC,,Department of Biological Sciences,Murray State University,Murray,KY,42071,U.S.A.,,Robert A. Martin,502-762-6754,502-764-4887,a46713f@msumusic.bitnet,,,,,700,,,"local emphasis, with synoptic series from eastern United States",,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kentucky,University of Kentucky,UKEN,,,"Vertebrate Natural History Collection, Thomas Hunt Morgan School of Biological Sciences, University of Kentucky, Lexington, KY  40506",Lexington,KY,40506,U.S.A.,,Dr. Jim Krupa, ,,bio149@uky.edu, ,,,,ca. 2000, ,, ,,, ,No, , , , ,this survey,Kelt,"Most of UK collection sent to North Carolina State Museum.  Currently holds ca. 2000 specimens from across N. Amer., personal and used for teaching collection.  Also, ""some of the interesting specimens that Roger Barbour collected in Cuba, Japan, and Indonesia in the 1950s."""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Kentucky,Western Kentucky State University,WKSU,,,,Bowling Green,KY,42101,U.S.A.,,,,,,,,,,100,,,,,,,,,,,,"Yates et al., 1987",,did not respond to survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,Centenary College Vertebrate Collection(formerly Centenary College Collection),CCVC,,Biology Department,Centenary College,Shreveport,LA,71104,U.S.A.,,A. Bradley McPherson,318-869-5209,318-869-5211,bmcphers@beta.centenary.edu,,,,,1450,,,about one-half of the collection is Latin American material,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,Louisiana Tech University,LTU,Zoology Vertebrate Research Collection,Department of Zoology,Louisiana Tech University,Ruston,LA,71272,U.S.A.,,,,,,,,,,2588,,,,,,,,,,,,"Yates et al., 1987",,did not respond to survey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,"Louisiana State University in Shreveport, Museum of Life Sciences",LSUS,Museum of Life Sciences,Louisiana State University in Shreveport,One University Place,Shreveport,LA,71115-2399,U.S.A.,http://www.shreve.net/~lsusmus,James Ingold,318-797-5236,318-797-5222,jingold@pilot.lsus.edu,Laurence M. Hardy,318-797-5338, ,lsusmus@prysm.net,2000, ,Regional Rodentia and Chiroptera,"Northwestern Louisiana, southern Arkansas, Arizona, Mexico",500,ethanol,Centenary College Vertebrate Collection (CCVC),yes,no, , , ,this survey,Hafner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,"Louisiana State University, Museum of Natural Science",LSUMZ,Museum of Natural Science,119 Foster Hall,Louisiana State University,Baton Rouge,LA,70803-3216,U.S.A.,www.LSU.edu/museum ,Mark S. Hafner,225-578-3083,225-578-3075,namark@lsu.edu,Steven W. Cardiff,225-578-9289,225-578-3075,scardif@lsu.edu,36500,23,"Neotropical Chiroptera, Rodentia, and rare Neotropical species of other mammalian orders","Southcentral USA, Mexico, Central and South America","7,000",frozen,"University of Southwestern Louisiana, Biology Museum (USLBM)",yes,yes,http://www.museum.lsu.edu, ,1975 and 1989,this survey,Hafner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,Northeast Louisiana University,NLU,,Department of Biology,Northeast Louisiana University,Monroe,LA,71209,U.S.A.,,Neil H. Douglas,318-342 1799,,,,,,,1100,,,local emphasis,,,,,,,NELU,,"Hafner et al., 1997",Hafner,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,Northwestern State University of Louisiana,NSUL,,Department of Biology,Northwestern State University of Louisiana,Natchitoches,LA,71201,U.S.A.,,,,,,,,,,1740,,,,,,,,,,,,"Yates et al., 1987",Hafner,"did not respond to survey of 2005 or 1997; information from Yates et al., 1987"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,"Southeastern Louisiana University, Vertebrate Museum",SLU,,Department of Biological Sciences,Southeastern Louisiana State University ,Hammond,LA,70402-0814,U.S.A., ,Brian I. Crother,504-549-2162,504-549-3851,bcrother@selu.edu,Kyle Piller,504-549-2191,504-549-3851,kpiller@selu.edu,534, ,Regional species,Regional, , , ,no, , , , ,this survey,Hafner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Louisiana,"Tulane University, Museum of Natural History",TU,,Tulane University Museum of Natural History Mammal Collection,3705 Wild Boar Road,Belle Chasse,LA,70037,U.S.A.,http://www.museum.tulane.edu/museum/mammals.html,"Henry L. Bart, Jr., and Craig Hood",504-394-1711 ,504-394-5045 ,"hank@museum.tulane.edu, chood@loyno.edu",Nelson Rios,504-394-1711,none,nelson@museum.tulane.edu,9400, ,Regional species,Southcentral USA, , , ,no, , , , ,this survey,Hafner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Maine,"University of Maine, Farmington",UMF,,Department of Biology,University of Maine,Farmington,ME,04938,U.S.A.,,,,,,,,,,2000,,,,,,,,,,,,"Yates et al., 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Maine,University of Maine,UMO,,Department of Wildlife Ecology,University of Maine,Orono,ME,04469,U.S.A.,,Thomas P. Hodgman,207-581-2876,207-581-2858,hodgman@apollo.umnfa.maine.edu,,,,,1532,,"coyote, fisher and marten skulls",local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Maryland,Frostburg State University Mammal Collection,FSUMC,,128 Gunter Hall,Frostburg State University,Frostburg,MD,21532,U.S.A., ,Ronald E. Barry,301-687-4099   ,301-687-3189   ,rbarry@frostburg.edu, , , , ,2600, , ,"Mid-Atlantic states, particularly Maryland and West Virginia", , , ,yes,no, , , ,this survey,Moncrief,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Maryland,Patuxent Wildlife Research Center,PWRC,,,,Laurel,MD,20708,U.S.A.,,M. C. Perry,301-497-5622,301-497-5624,,,,,,300,,,"local emphasis, plus synoptic collection",,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"Amherst College, Pratt Museum of Natural History",PMNH,,Neontology Collection,Amherst College,Amherst,MA,01002,U.S.A.,,Linda L. Thomas,413-542-2165,413-542-2713,llthomas@amherst.edu,Margery C. Coombs,413-542-2710,,mcc@bio.umass.edu,500,,,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"Boston University, Biology Department Teaching Collection",BUTC,Department of Biology,Boston University,5 Cummington Street,Boston,MA,02215,U.S.A.,,Thomas H. Kunz,617-353-2474,617-353-5383,kunz@bu.edu,Jessica Gonynor,617-358-2479,617-353-5383,jgonynor@bu.edu,400,,,"local emphasis, some vouchers of Neotropical and Paleotropical bats",,,,no,,,,,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"Harvard University, Museum of Comparative Zoology",MCZ,Department of Mammalogy,Harvard Museum of Comparative Zoology,26 Oxford St.,Cambridge,MA,02138,U.S.A.,www.mcz.harvard.edu/Departments/Mammals,Farish Jenkins and Judith M. Chupasko,617-495-2469,617-495-5667,"fjenkins@0eb.harvard.edu, jchupasko@oeb.harvard.edu",Mark D. Omura,617-495-2469,617-495-5667,momura@oeb.harvard.edu,85917,327,"primates, postcranial material, New England species, marine mammals ","Very diverse geographically, taxonomically, and historically",hundreds (not easily calculated yet),"frozen, ethanol, dried tissues",Some of Boston Society of Natural History,"Yes, partially",Yes,www.mcz.harvard.edu/Departments/Mammals,,1975,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,Massachusetts Division of Fisheries and Wildlife,MDFW,,Field Headquarters,1 Rabbit Road,Westborough,MA,01581,U.S.A.,,James E. Cardoza,508-792-7270,508-792-7275,,,,,,115,,,regional emphasis (Massachusetts),,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"Northeastern University, Vertebrate Collection",NUVC,Center for Vertebrate Studies,Department of Biology,Northeastern University,Boston,MA,02115,U.S.A.,,Gwilym S. Jones,617-373-2851 ext 4027,617-3733-3724,g.jones@neu.edu,Aaron Roth,617-373-2260,617-373-3724,a.roth@neu.edu,38000, , ,New England, , ,,,,,,,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,Peabody Essex Museum,PEM,Peabody Essex Museum,Natural History Collection,East India Square,Salem,MA,01970,U.S.A.,,Jane M. Winchell,978-745-1876 ext 3127,978-741-8793,janey_winchell@pem.org,Brooke DiGiovanni Evans,978-745-1876 ext 3076,978-741-8793,brooke_evens@pem.org,295, ,,local emphasis, ,,,No,,,,1996,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,Springfield Science Museum,SSM,,"Springfield Science Museum, 220 State Street, Springfield, MA 01103",,Springfield,MA,01103,U.S.A.,www.springfieldmuseums.org,David J. Stier,413-263-6800 ext 321,413-263-6884,dstier@springfieldmuseums.org,,,,,900, ,"Artiodactyla, Rodentia, Carnivora","local, North America, Africa", ,,,Yes,No,,,2000,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"University of Massachusetts, Museum of Zoology",UMA,"Department of Biology, 321 Morrill Science Center",611 North Pleasant Street,University of Massachusetts,Amherst,MA,01003,U.S.A.,http://informatics.bio.umass.edu/museum/mammal/mcfrnt.phtml,Elizabeth Dumont,413-545-3565,413-545-3243,bdumont@bio.umass.edu,Katherine Doyle,413-577-2303,413-545-3243,kdoyle@bio.umass.edu,5008, ,"Comprehensive teaching collection covering world diversity, local bats, rodents, insectivores, and cetaceans ",regional emphasis, ,,,Yes,Yes,http://informatics.bio.umass.edu/museum/mammal/mcfrnt.phtml,,2006,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Massachusetts,"Westfield State College, Museum and Herbarium",WSC,,Museum and Herbarium,Westfield State College,Westfield,MA,01086,U.S.A.,,David A. Lovejoy,413-572-5307,413-572-8147,dlovejoy@wsc.ma.edu,Buzz Hoagland,413-572-5308,413-572-8147,bhoagland@wsc.ma.edu,1652, ,Peromyscus,local emphasis, ,,David A. Lovejoy Collection (DALC),No,,,,,this survey,Choate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,"Eastern Michigan University, T. L. Hankinson Vertebrate Museum",EMU,,Department of Biology,Eastern Michigan University,Ypsilanti,MI,48197,U.S.A.,,Allen Kurta,,,bio_kurta@emuvax.emich.edu,,,,,600,,,local emphasis,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Michigan,Cranbrook Institute of Science,CIS,Cranbrook Institute of Science,39221 Woodward Avenue,P.O. Box 80,Bloomfield Hills,MI,48303-0801,U.S.A.,www.cranbrook.edu/institute/index.shtml,Mark Uhen,248-645-3479,248-645-3050,muhen@cranbrook.edu,Barbara J. Madsen,248-645-3479,248-645-3050,bmadsen@cranbrook.edu,305, , , , ,, ,no, ,,,,this survey,Holmes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
